Theater Name,Review date,Local Guide,Star rating,Review content,Sentiment Polarity,Subjectivity
Violet Crown,10/15/2018,FALSE,4,,,
Violet Crown,10/15/2018,TRUE,5,Another fabulous theater in Charlottesville,0.4,1
Violet Crown,10/15/2018,FALSE,5,,,
Violet Crown,10/15/2018,TRUE,5,"Beautiful theater, happy and helpful staff.  Seats are very comfortable and spaced well.  The 2 bars and cafe are nice and the beer is not theater prices (more like real bar prices) $6 for a pint.  The have a nice selection of craft brews and wine.  Will definitely be coming back!",0.452222,0.7
Violet Crown,9/15/2018,TRUE,5,,,
Violet Crown,9/15/2018,TRUE,4,,,
Violet Crown,9/15/2018,TRUE,5,Best place in town to watch a movie. Will be back,0.5,0.15
Violet Crown,9/15/2018,TRUE,5,such a lovely theatre,0.25,0.625
Violet Crown,9/15/2018,TRUE,5,"Had a very pleasant experience.  A variety if theatre sizes, unlimited refills on sodas, very comfy seat and great sound.  Will return",0.588333,0.6125
Violet Crown,9/15/2018,TRUE,3,,,
Violet Crown,9/15/2018,TRUE,5,,,
Violet Crown,9/15/2018,TRUE,5,,,
Violet Crown,9/15/2018,FALSE,5,I'd like to selections are movies that come here and I find the accommodations wonderful for when clear view of the screen in a quiet environment,0.366667,0.572222
Violet Crown,9/15/2018,TRUE,5,"Cute theater, seats 27 in the show we saw, seats are uber comfortable!!",0.5625,0.9
Violet Crown,9/15/2018,FALSE,5,,,
Violet Crown,9/15/2018,TRUE,5,,,
Violet Crown,9/15/2018,TRUE,4,The food was okay. The fries were my favorite. I enjoyed the friendly service. The support for LGBT+ is wonderful.,0.575,0.74
Violet Crown,9/15/2018,TRUE,5,,,
Violet Crown,9/15/2018,TRUE,4,,,
Violet Crown,9/15/2018,TRUE,4,,,
Violet Crown,9/15/2018,TRUE,4,,,
Violet Crown,9/15/2018,TRUE,5,"First time there, they validate parking, clean place, seats ok, I've been spoiled by the reclining seats at the Alamo theater.",0.372222,0.511111
Violet Crown,9/15/2018,TRUE,4,,,
Violet Crown,9/15/2018,TRUE,5,,,
Violet Crown,8/15/2018,TRUE,5,Lots of food that they had in the place very intimate viewing with just three rows really enjoyed my experience,0.38,0.74
Violet Crown,8/15/2018,FALSE,4,,,
Violet Crown,8/15/2018,TRUE,5,,,
Violet Crown,8/15/2018,TRUE,5,Delightful place. Comfortable seating. Quality films.,0.7,0.9
Violet Crown,8/15/2018,FALSE,5,"I love the Violet Crown. Nice cinema, friendly and professional staff, good menu and choice of drinks. Relaxing and cozy seating.",0.345833,0.591667
Violet Crown,8/15/2018,TRUE,4,Love the reserve seating. -1 star because they charge you a fee to buy tickets on their web site.,0.5,0.6
Violet Crown,8/15/2018,TRUE,5,,,
Violet Crown,8/15/2018,FALSE,5,Best place in town to catch a flick,1,0.3
Violet Crown,8/15/2018,FALSE,5,,,
Violet Crown,8/15/2018,TRUE,5,Great food and drink. Very comfortable.,0.66,0.875
Violet Crown,8/15/2018,FALSE,2,,,
Violet Crown,8/15/2018,TRUE,4,,,
Violet Crown,8/15/2018,FALSE,5,,,
Violet Crown,8/15/2018,TRUE,5,,,
Violet Crown,8/15/2018,TRUE,5,"This is definitely the best movie theater in cville, and it has excellent beer selection.",0.666667,0.6
Violet Crown,8/15/2018,TRUE,5,,,
Violet Crown,8/15/2018,TRUE,5,"Great menu, great service, good movies, super comfortable good seating (based on just one or two visits, though).",0.622222,0.694444
Violet Crown,8/15/2018,TRUE,5,Big comfy chairs. My favorite theater.,0.25,0.55
Violet Crown,8/15/2018,FALSE,5,,,
Violet Crown,8/15/2018,TRUE,4,,,
Violet Crown,7/15/2018,TRUE,5,Love this movie theater! Such a nice experience every time I go! Found that the tickets for a better theater experience were cheaper than at other theaters!,0.34375,0.595
Violet Crown,7/15/2018,FALSE,5,,,
Violet Crown,7/15/2018,TRUE,5,,,
Violet Crown,7/15/2018,TRUE,5,,,
Violet Crown,7/15/2018,TRUE,5,,,
Violet Crown,7/15/2018,TRUE,4,,,
Violet Crown,7/15/2018,FALSE,5,,,
Violet Crown,7/15/2018,FALSE,5,,,
Violet Crown,7/15/2018,FALSE,5,,,
Violet Crown,7/15/2018,TRUE,5,,,
Violet Crown,7/15/2018,TRUE,5,,,
Violet Crown,7/15/2018,FALSE,4,,,
Violet Crown,7/15/2018,FALSE,4,Never had an issue. But why just beer?,0,0
Violet Crown,7/15/2018,TRUE,5,,,
Violet Crown,7/15/2018,TRUE,5,,,
Violet Crown,7/15/2018,FALSE,4,,,
Violet Crown,7/15/2018,FALSE,5,,,
Violet Crown,7/15/2018,TRUE,5,,,
Violet Crown,7/15/2018,TRUE,5,,,
Violet Crown,7/15/2018,TRUE,4,,,
Violet Crown,6/15/2018,FALSE,5,,,
Violet Crown,6/15/2018,TRUE,5,,,
Violet Crown,6/15/2018,FALSE,5,,,
Violet Crown,6/15/2018,FALSE,5,,,
Violet Crown,6/15/2018,TRUE,3,,,
Violet Crown,6/15/2018,TRUE,5,"Great, comfortable movie house on the pedestrian mall.",0.6,0.775
Violet Crown,6/15/2018,TRUE,4,Any place that serves wine with your  Popcorn just works for me. :),0.5,1
Violet Crown,6/15/2018,TRUE,5,,,
Violet Crown,6/15/2018,TRUE,5,,,
Violet Crown,6/15/2018,FALSE,4,parking was a real challenge,0.2,0.3
Violet Crown,6/15/2018,TRUE,5,,,
Violet Crown,6/15/2018,TRUE,5,,,
Violet Crown,6/15/2018,TRUE,5,,,
Violet Crown,6/15/2018,TRUE,5,"Nice theater, good beer selection.",0.65,0.8
Violet Crown,6/15/2018,FALSE,5,,,
Violet Crown,6/15/2018,FALSE,4,,,
Violet Crown,6/15/2018,TRUE,4,"We were in a very small theater, only about 50 or so seats and I think 4 rows. The rows of seats don't curve, or not much. We took 2 of last 4 seats and were at end of 2nd row. The seats faced more toward the edge of screen than towards the middle. The seats are wide enough I was able to sit at angle in seat to face toward center screen. Seats are comfortable for me, wide and recline. Small tray attached to armrests that swing out of the way when not in use. The service when ordering drinks was good.",0.075,0.407444
Violet Crown,6/15/2018,TRUE,3,,,
Violet Crown,6/15/2018,TRUE,5,"Uppity charlottesville gives you you nice, clean, relatively friendly place to drink a beer...oh, and watch a movie.",0.447222,0.733333
Violet Crown,6/15/2018,TRUE,5,Good beer selection. Comfy seats. Great place to watch a movie.,0.75,0.675
Violet Crown,5/15/2018,TRUE,5,,,
Violet Crown,5/15/2018,TRUE,4,,,
Violet Crown,5/15/2018,TRUE,5,,,
Violet Crown,5/15/2018,FALSE,5,,,
Violet Crown,5/15/2018,FALSE,4,,,
Violet Crown,5/15/2018,TRUE,5,Love this theater can get drunk and watch a movie. Saw deadpool second coming hammered great experiance,0.2,0.5875
Violet Crown,5/15/2018,FALSE,5,,,
Violet Crown,5/15/2018,TRUE,5,,,
Violet Crown,5/15/2018,TRUE,5,,,
Violet Crown,5/15/2018,TRUE,5,"We love this place. The seats are comfortable and reserving what you want is great, plus the popcorn is delicious.",0.675,0.7875
Violet Crown,5/15/2018,TRUE,4,,,
Violet Crown,5/15/2018,FALSE,3,"Having a bar both upstairs and down is pretty cool. The staff are very friendly and helpful. The theatres themselves are in need of upgrades. The 3D tech always needs to be adjusted. Sometimes other radio signals will play through their movie speakers, thus ruining the movie experience.",0.161389,0.592778
Violet Crown,5/15/2018,FALSE,5,,,
Violet Crown,5/15/2018,TRUE,5,,,
Violet Crown,5/15/2018,TRUE,5,Best place to enjoy a movie and a brew. Reserve your lounge seats ahead of time and no worries about finding your seat when you get there. There's a snack bar and beverage bar outside the theater with plenty on tap.,0.466667,0.283333
Violet Crown,5/15/2018,TRUE,5,This was just a great theater.  I was there for a conference presentation and it worked just as well for this as a theater.,0.8,0.75
Violet Crown,5/15/2018,TRUE,4,,,
Violet Crown,5/15/2018,TRUE,4,,,
Violet Crown,5/15/2018,TRUE,5,,,
Violet Crown,5/15/2018,TRUE,5,Great,0.8,0.75
Violet Crown,4/15/2018,TRUE,5,Fantastic theater. Assigned seats are a blessing.,0.4,0.9
Violet Crown,4/15/2018,FALSE,5,Great vibe and good food,0.75,0.675
Violet Crown,4/15/2018,FALSE,5,,,
Violet Crown,4/15/2018,TRUE,5,"Beautiful theatre, great staff. The perfect place to meet up with some friends have a drink and watch a movie",0.883333,0.916667
Violet Crown,4/15/2018,TRUE,5,,,
Violet Crown,4/15/2018,TRUE,4,"Not bad. I like to be able to reserve my seat, although each  seat can be quite expensive. The theatres are nice. Real food is nice to have too, although the lines can get very long. Great location right off the downtown mall.",0.307857,0.677487
Violet Crown,4/15/2018,TRUE,5,"Some of the theaters are smaller, but no less comfortable. Popcorn is yummy & bottomless! Beautifully rennovated. Personnel are pleasant & efficient. Only downside: lack of downtown parking.",0.361111,0.722222
Violet Crown,4/15/2018,TRUE,5,"Seats are great, very comfortable",0.66,0.875
Violet Crown,4/15/2018,TRUE,5,Great small theater experience.,0.275,0.575
Violet Crown,4/15/2018,FALSE,5,Great dinner and movie! Love being on the downtown mall.,0.75,0.675
Violet Crown,4/15/2018,TRUE,5,,,
Violet Crown,4/15/2018,FALSE,4,,,
Violet Crown,4/15/2018,TRUE,4,Great to have a beer or glass of wine with your dinner or snack. Very comfy seats and all the current movies,0.333333,0.483333
Violet Crown,4/15/2018,TRUE,5,,,
Violet Crown,4/15/2018,TRUE,5,,,
Violet Crown,4/15/2018,FALSE,5,,,
Violet Crown,4/15/2018,TRUE,3,"This theater is nice, has leather seats, an in theater bar + restaurant, but it is hilariously overpriced. While 2 movie tickets and a large soda costs about $15 back in Ohio (with motorized RECLINING leather seats, which this theater does not have) the same thing costs about $35 here. That's just a symptom of being in Charlottesville, I know, but it's verging on the point where dinner might end up being cheaper than seeing a movie. Either way, I'm glad I bought a moviepass, because seeing one movie a month here already makes up the subscription cost. It's a good theater, but those prices are something else.",0.359184,0.593367
Violet Crown,4/15/2018,TRUE,5,"I can not say enough good things about this place. It’s such a perfect location and if you get your tickets online, it is easy to walk in, get food and relax prior to the movie. The fact you can eat in the theater is amazing and the chairs are very comfy! Absolutely love it here!",0.400926,0.581481
Violet Crown,4/15/2018,TRUE,5,,,
Violet Crown,4/15/2018,FALSE,4,,,
Violet Crown,3/15/2018,TRUE,5,Good service. Nice 4K image!,0.725,0.8
Violet Crown,3/15/2018,TRUE,5,Great time,0.8,0.75
Violet Crown,3/15/2018,TRUE,5,"Great seating,  plenty on aisle space... friendly staff. Quality food and drink",0.5875,0.625
Violet Crown,3/15/2018,TRUE,5,Premium,0,0
Violet Crown,3/15/2018,FALSE,4,Comfortable seating.  Excellent sound system.  Tasty food and beverage options.  Reserved seating.,0.6,0.733333
Violet Crown,3/15/2018,FALSE,4,A very nice theater I have reviewed several cinemas and I believe this one is very very fine example of what a cinema should look like then it should be recreated.,0.440556,0.55
Violet Crown,3/15/2018,TRUE,4,,,
Violet Crown,3/15/2018,TRUE,5,Great place to see a movie!,1,0.75
Violet Crown,3/15/2018,TRUE,3,Would have been 5 stars except the seats squeaked every time someone moved around very distracting. Everything else was fine.,0.308333,0.4
Violet Crown,3/15/2018,FALSE,5,,,
Violet Crown,3/15/2018,FALSE,4,,,
Violet Crown,3/15/2018,FALSE,5,I love this place! Takes movie going to the next level.,0.3125,0.3
Violet Crown,3/15/2018,TRUE,5,"Movies, beer, and food all in one at a reasonable price.....yes please",0.2,0.6
Violet Crown,3/15/2018,FALSE,5,"Top notch theater, though they usually need a little more staff helping out with beer and food.",0.140625,0.4375
Violet Crown,3/15/2018,FALSE,5,Love the business model of food and reserved seating. It is not overpriced unlike other theaters. The seats are very comfortable. The management staff is exceptional.,0.390417,0.74375
Violet Crown,3/15/2018,TRUE,4,"Neat movie theater, great beer selection too. 😁",0.8,0.75
Violet Crown,3/15/2018,TRUE,5,Excellent comfort.  Front row seats recline.  Great beer and wine selection.  Food is delicious too.,0.933333,0.916667
Violet Crown,3/15/2018,FALSE,5,,,
Violet Crown,3/15/2018,TRUE,3,,,
Violet Crown,3/15/2018,TRUE,4,,,
Violet Crown,2/15/2018,TRUE,4,Comfy recliner seats.  Bar and food availability,0,0
Violet Crown,2/15/2018,TRUE,5,"Wonderful theatre, great beer selection, comfortable seating.",0.733333,0.85
Violet Crown,2/15/2018,TRUE,5,,,
Violet Crown,2/15/2018,TRUE,5,Love this theater.  They are conveniently located downtown and show a diverse set of movies.  Great beer selection as well.,0.65,0.675
Violet Crown,2/15/2018,FALSE,5,,,
Violet Crown,2/15/2018,TRUE,5,,,
Violet Crown,2/15/2018,TRUE,5,,,
Violet Crown,2/15/2018,FALSE,4,,,
Violet Crown,2/15/2018,FALSE,5,,,
Violet Crown,2/15/2018,TRUE,4,,,
Violet Crown,2/15/2018,FALSE,4,,,
Violet Crown,2/15/2018,TRUE,5,"Small, intimate theater with great Indy films .....and great beer selection🤗",0.3875,0.625
Violet Crown,2/15/2018,TRUE,4,,,
Violet Crown,2/15/2018,FALSE,5,,,
Violet Crown,2/15/2018,TRUE,4,,,
Violet Crown,2/15/2018,TRUE,5,"love. Giant, comfy seats and seat reservations.",0.25,0.8
Violet Crown,2/15/2018,FALSE,4,"It's nice there, fantastic seating even for a newer theatre, very welcoming and comfortable. Good food and drink menu, alittle overpriced",0.46,0.72
Violet Crown,2/15/2018,FALSE,4,,,
Violet Crown,2/15/2018,TRUE,5,"The Violet Crown is definitely my favorite theater in Charlottesville. The theaters are always clean and comfy, and you never have to deal with the ridiculous crowds that populate the nearby Regal theater.  Every chair has a convenient tray that you can place your food and drinks on, and the food itself is surprisingly good and not too expensive. Also, the smaller rooms on the first floor are nice and intimate, and the seats even recline! Overall, it's one of the best cinema experiences in Charlottesville, and one of the best reasons to visit the Downtown Mall.",0.319444,0.586111
Violet Crown,2/15/2018,TRUE,5,,,
Violet Crown,1/15/2018,TRUE,5,,,
Violet Crown,1/15/2018,TRUE,5,Very nice theater. Usuaully has a good selection of films playing.,0.74,0.8
Violet Crown,1/15/2018,TRUE,5,,,
Violet Crown,1/15/2018,TRUE,5,,,
Violet Crown,1/15/2018,TRUE,4,,,
Violet Crown,1/15/2018,TRUE,5,,,
Violet Crown,1/15/2018,TRUE,5,"Have been to Violet Crown dozens of times since they opened. Great films, great food, great deals M-Th before 6pm.",0.8,0.75
Violet Crown,1/15/2018,FALSE,5,"4 hour parking validation, nice clean theaters, good subject matter movies. Always have enjoyed it.",0.4,0.666667
Violet Crown,1/15/2018,TRUE,4,"I really enjoy watching movies here. The quality of the movie's sound and picture are always good. I love that I can reserve my seats. It has a bar and good food options. Parking isn't the best, you have to walk a ways from the parking garage, but they will validate your ticket.",0.616667,0.5
Violet Crown,12/15/2017,TRUE,5,Excellent theater so comfy,1,1
Violet Crown,12/15/2017,TRUE,4,"Great in theory, but SUPER pricey. Two adult tickets where $30. Then another $30 for two glasses of wine.  The price is too high for the experience if you ask me.   They claim to have two bars, but neither serve liquor- only beer and wine. I did like that the theatre was smaller and the seats where comfortable. If you sit front row they recline! All in all ok, but I wouldn't be excited to visit again.  $60 for two people and that didn't include any food is OVERPRICED.  Especially with how easy it is to rent movies over the internet for nominal fees, and how quickly movies become available.   Do yourself a favor and go to a nice dinner on the downtown mall instead.  I guarantee you'll feel like you're getting more out of your money....Unless you're on a date and they're paying.  Then go for it!",0.344,0.669333
Violet Crown,12/15/2017,TRUE,4,,,
Violet Crown,12/15/2017,TRUE,5,,,
Violet Crown,12/15/2017,TRUE,4,,,
Violet Crown,12/15/2017,FALSE,5,"Love this place, great food comfortable seats!",0.6,0.716667
Violet Crown,12/15/2017,TRUE,5,Best theatre ive ever been to.,1,0.3
Violet Crown,12/15/2017,TRUE,4,,,
Violet Crown,12/15/2017,TRUE,4,Very comfortable.,0.52,1
Violet Crown,12/15/2017,TRUE,5,,,
Violet Crown,12/15/2017,TRUE,5,,,
Violet Crown,12/15/2017,FALSE,5,,,
Violet Crown,12/15/2017,TRUE,4,"Clean decent theater, with a friendly staff that even reimbursed my parking fee!",0.334028,0.622222
Violet Crown,12/15/2017,FALSE,5,,,
Violet Crown,12/15/2017,FALSE,4,"Great place!  Clean, good seating. Volume a bit too loud.",0.541667,0.7125
Violet Crown,12/15/2017,FALSE,4,,,
Violet Crown,12/15/2017,TRUE,4,,,
Violet Crown,12/15/2017,TRUE,5,Great theatre with a wide selection of movies and comfortable seating.,0.366667,0.65
Violet Crown,11/15/2017,TRUE,5,Awesome! Reclining chairs small homey!! Food... beer..wine..just perfect for a great date!!!!,0.652344,0.7875
Violet Crown,11/15/2017,TRUE,5,,,
Violet Crown,11/15/2017,TRUE,5,"Violet Crown is a great addition to the downtown mall. The seats are comfy and, if you're lucky, some fully recline (it's in the smaller screens and the front row in the other screens).The other feature of Violet Crown is that you can buy a drink (wine, cocktails, beer...) and drink during the movie. The beer selection is great and changes every so often. They serve food as well but I haven't tried it.Violet Crown offers mostly blockbusters or bigger independent movies. They have showings of more obscure or foreign movies, sometimes shown as a series around a theme (great French movie series last summer) but it's mostly about big movies.",0.232843,0.397059
Violet Crown,11/15/2017,FALSE,4,"Love this theater, and I mostly stay out of movie theaters. The Violet Crown has very comfy seats with space between them that you do not hear the people around you chewing their food and drinking their beverages. If someone coughs you, you don't feel like all of their germs are in your airspace! The Violet Crown also has a good selection of beer. Typical of a movie theater, the snack food is overpriced;however, the dinner food seems to be reasonably priced though I have never had it.",0.330556,0.516667
Violet Crown,11/15/2017,TRUE,5,"This is my favorite place to see a movie --great stadium seating, great sound, amazing truffle fries, and awesome beer selection!",0.683333,0.8
Violet Crown,11/15/2017,TRUE,5,,,
Violet Crown,11/15/2017,TRUE,4,,,
Violet Crown,11/15/2017,TRUE,4,,,
Violet Crown,11/15/2017,TRUE,5,Great place with amazing reclining front row seats and free drink refills.,0.6,0.816667
Violet Crown,11/15/2017,FALSE,4,,,
Violet Crown,11/15/2017,FALSE,5,,,
Violet Crown,11/15/2017,TRUE,5,,,
Violet Crown,11/15/2017,FALSE,3,The place is great.  Love it.  BUT ticket states 4 hours of free parking but no direction that a stamp is required when exiting garage...I just assumed that my barcoded ticket would suffice.  Well I guess assuming makes me a...well u know.  I'm a rule follower; just want to know them.,0.566667,0.716667
Violet Crown,11/15/2017,TRUE,3,,,
Violet Crown,11/15/2017,TRUE,5,Awesome!,1,1
Violet Crown,11/15/2017,FALSE,5,Small but quite comfortable. The perfect drinking theatre as they have a plethora of craft brews and some wine for those connoisseurs. There are theatre prices but that is to be expected. The seats are really comfortable with a table in each one so you can eat or set your drink. We go there every week.,0.29,0.68
Violet Crown,11/15/2017,TRUE,5,Comfortable seats and great popcorn.  Free refills on large.,0.453571,0.694643
Violet Crown,11/15/2017,TRUE,5,,,
Violet Crown,10/15/2017,FALSE,3,Nice theaters but they aren't well soundproofed. Constant rumbling from the theater next door during our movie,0.2,0.444444
Violet Crown,10/15/2017,TRUE,5,"Great staff, great food, and great theater.  Had the avocado spring rolls and they were delicious - and gluten and dairy free! Made the drive from Ashland and will come again!",0.805,0.81
Violet Crown,10/15/2017,TRUE,5,You can eat and drink beer!,0,0
Violet Crown,10/15/2017,FALSE,5,Great food & comfy seating. Some theaters have recliners.,0.8,0.75
Violet Crown,10/15/2017,TRUE,5,Beautiful downtown mall location with comfortable seats to really sink into the enjoyment of annual film festival.,0.483333,0.666667
Violet Crown,10/15/2017,FALSE,5,,,
Violet Crown,10/15/2017,TRUE,4,"Really enjoyed going here (caveat, tickets were bought for my wife and me as part of a promotion). The theater is in a great location, easy to make it part of a date or just a fun night out. The seating was comfortable, but not as clean as I would expect. Staff seemed pretty hands off: had to track down 3D glasses ourselves, the 3D projection was set up correctly for start of film, did not tell my wife when she bought a beer about pending happy hour pricing (it would have been cheaper if she had waited 5 minutes). These are very small things, it was a really great place we would go again. But the small things make the difference when deciding between somewhere like The Alamo or even Regal. Overall, I recommend!",0.301496,0.61094
Violet Crown,10/15/2017,TRUE,5,,,
Violet Crown,10/15/2017,TRUE,3,"Awesome seats in the theatres, reserved seating online as well, so never need to worry about not having a great seat. Great beer selection, very good food as well. Can bring purchases food and drink inside the theater with you. Seats have slide out tables for the food.Surprising discovery was that the gluten-free pizza crust is actually better than the regular pizza crust.And update after 8 months. Taking off two stars for food quality. It’s gone significantly downhill. Here’s a pic of a $12 personal pizza for an example",0.548125,0.62899
Violet Crown,10/15/2017,TRUE,5,"I love the reserved seating, their popcorn, their alcohol offerings, and the seats that recline in the front row or in the smaller theaters. I dislike parking downtown.",0.25,0.55
Violet Crown,10/15/2017,FALSE,5,,,
Violet Crown,10/15/2017,TRUE,5,,,
Violet Crown,10/15/2017,FALSE,5,,,
Violet Crown,10/15/2017,FALSE,5,,,
Violet Crown,10/15/2017,TRUE,5,Best theater I've ever been too.,1,0.3
Violet Crown,10/15/2017,FALSE,5,"Watching Star Wars in the 4th row, fabulous!",0.5,1
Violet Crown,10/15/2017,TRUE,5,,,
Violet Crown,10/15/2017,TRUE,5,Love this theater. Good food and beer. Comfortable seats. No restrictions on kids ages like at Alamo.,0.533333,0.666667
Violet Crown,9/15/2017,TRUE,5,,,
Violet Crown,9/15/2017,TRUE,5,,,
Violet Crown,9/15/2017,FALSE,5,,,
Violet Crown,9/15/2017,TRUE,4,,,
Violet Crown,9/15/2017,FALSE,5,,,
Violet Crown,9/15/2017,TRUE,4,,,
Violet Crown,9/15/2017,TRUE,5,,,
Violet Crown,9/15/2017,FALSE,3,"The sound is FAR TOO LOUD, even without my hearing aids!! There is NO reason why coming attractions had to be as loud as they were. Understandably, Dunkirk was a loud film, and I expected that. However, without my hearing aids (1) it was too loud and (2) I missed what little dialogue there was.This is the second time this has happened to me. However, for Three Billboards outside Ebbing, Missouri, it was much better.",0.10625,0.55
Violet Crown,9/15/2017,TRUE,5,,,
Violet Crown,9/15/2017,TRUE,5,"Clean, prompt and friendly service, love the recliners",0.413889,0.6
Violet Crown,9/15/2017,FALSE,5,,,
Violet Crown,9/15/2017,FALSE,5,,,
Violet Crown,9/15/2017,TRUE,5,"Reserved seating, validated parking, great drinks and popcorn!",1,0.75
Violet Crown,9/15/2017,TRUE,4,"Really nice theater, comfortable seats, good is expen6",0.566667,0.8
Violet Crown,9/15/2017,TRUE,4,"Classy place, very impressive",0.55,0.95
Violet Crown,9/15/2017,TRUE,5,,,
Violet Crown,9/15/2017,TRUE,5,"Visiting from NYC and this is absolutely a hidden gem.  Fantastic service, good food and good people.  Quaint but very comfortable theater.  Beautiful motif and very, very clean.  Also cost $7 per person for first run movies is fantastic.  When you pay for 9 family members it helps. Looking to come back as soon as possible.",0.375455,0.688788
Violet Crown,9/15/2017,TRUE,5,,,
Violet Crown,8/15/2017,TRUE,5,"My favorite theater. Has the best popcorn of all the theaters in town. Real butter! Very comfortable seats with plenty of legroom. Movies are expensive, but I don't usually feel ripped off when I leave here like I do other places.",0.199286,0.560714
Violet Crown,8/15/2017,TRUE,5,,,
Violet Crown,8/15/2017,TRUE,5,,,
Violet Crown,8/15/2017,FALSE,5,,,
Violet Crown,8/15/2017,FALSE,4,,,
Violet Crown,8/15/2017,TRUE,4,"Upgraded seating and food options in smaller, intimate theaters.",0.1,0.55
Violet Crown,8/15/2017,TRUE,5,,,
Violet Crown,8/15/2017,TRUE,4,,,
Violet Crown,8/15/2017,TRUE,5,Perfect,1,1
Violet Crown,8/15/2017,FALSE,5,,,
Violet Crown,8/15/2017,TRUE,5,,,
Violet Crown,8/15/2017,TRUE,5,"Although a bit expensive, the atmospherr is great. The seats are really comfortable, very big. There are good food options.",0.28,0.596
Violet Crown,8/15/2017,TRUE,5,Perfect spot to catch a flick before or after patio dinning in the downtown mall. Food and beer  are served here.,1,1
Violet Crown,8/15/2017,TRUE,5,,,
Violet Crown,8/15/2017,FALSE,5,"i really wish we had a Violet Crown theater in Richmond !the staff was awesome, the theater was clean, and having a cocktail or espresso before your movie begins is just a sublime luxury.",0.538889,0.633333
Violet Crown,8/15/2017,TRUE,5,Beautiful movie theater.,0.85,1
Violet Crown,8/15/2017,FALSE,5,Great environment. Great non-cinematic food.,0.8,0.75
Violet Crown,8/15/2017,TRUE,4,Interesting movie theater. Recliner seats small screen. Meals served with adul beverages,0.125,0.45
Violet Crown,7/15/2017,TRUE,5,"Great theater with comfortable seating, great food and a wide range of movies.",0.475,0.675
Violet Crown,7/15/2017,FALSE,5,Always awesome. Super comfy chairs. Enjoy the movie with a pint of beer and food - all the while screwing Regal predatory practices. win win!,0.706667,0.593333
Violet Crown,7/15/2017,FALSE,4,,,
Violet Crown,7/15/2017,FALSE,5,,,
Violet Crown,7/15/2017,FALSE,5,,,
Violet Crown,7/15/2017,TRUE,5,Great movie theater!,1,0.75
Violet Crown,7/15/2017,FALSE,5,,,
Violet Crown,7/15/2017,TRUE,5,My favorite place to go see movies,0.5,1
Violet Crown,7/15/2017,TRUE,5,"Great theater. Food prices are a little high but the beer selection is always good, plus the seats are very comfortable with extra wide aisles for plenty of leg room.",0.270357,0.555714
Violet Crown,7/15/2017,FALSE,4,My favorite theater. Foods expensive (it's a movie theater so it's to be expected) and some people come in either not understanding the reserved seats or just don't care and kind of mess everything up but I still love going.,0.1375,0.629167
Violet Crown,7/15/2017,TRUE,5,,,
Violet Crown,7/15/2017,TRUE,5,,,
Violet Crown,7/15/2017,TRUE,4,,,
Violet Crown,7/15/2017,TRUE,5,Best theater in Charlottesville. Great beer on tap.,0.9,0.525
Violet Crown,7/15/2017,FALSE,5,,,
Violet Crown,7/15/2017,TRUE,4,good theater,0.7,0.6
Violet Crown,7/15/2017,FALSE,5,,,
Violet Crown,7/15/2017,TRUE,4,,,
Violet Crown,6/15/2017,TRUE,4,,,
Violet Crown,6/15/2017,TRUE,5,,,
Violet Crown,6/15/2017,TRUE,5,A great movie viewing experience.,0.8,0.75
Violet Crown,6/15/2017,FALSE,4,,,
Violet Crown,6/15/2017,TRUE,5,Love this place. Also kid friendly!!,0.542969,0.55
Violet Crown,6/15/2017,TRUE,5,,,
Violet Crown,6/15/2017,TRUE,5,,,
Violet Crown,6/15/2017,TRUE,5,"Great movie theatre, clean and comfortable with a good mix of movie choices. Good food and beverage selection too.",0.593333,0.69
Violet Crown,6/15/2017,TRUE,5,Awesome seating. Cozy atmosphere.,0.4,0.875
Violet Crown,6/15/2017,TRUE,5,Great movie theater with casual dining and great food. They have the most comfortable seats and serve wine and beer all of which can ocompany you during the movie.,0.4,0.733333
Violet Crown,6/15/2017,TRUE,4,,,
Violet Crown,6/15/2017,FALSE,4,Good experience in general.  My only criticism is the low frequency sound bleed through the theater walls.  That could possibly be alleviated by not scheduling a movie loaded with explosions next to a relatively quiet move.,0.20625,0.491667
Violet Crown,6/15/2017,TRUE,5,Nice theater with comfy seats,0.6,1
Violet Crown,6/15/2017,TRUE,5,,,
Violet Crown,6/15/2017,TRUE,4,,,
Violet Crown,6/15/2017,FALSE,5,"It's clean, small, serves lunch style food along with typical movie fare , offers wine and beer, and three staff are super nice. The seats are large and some even recline!",0.178741,0.527891
Violet Crown,6/15/2017,TRUE,5,,,
Violet Crown,6/15/2017,TRUE,5,"A premium movie going experience! Large reserved seats, great snacks and food and 20+ craft beers on tap.",0.507143,0.589286
Violet Crown,5/15/2017,TRUE,5,,,
Violet Crown,5/15/2017,TRUE,5,,,
Violet Crown,5/15/2017,TRUE,5,,,
Violet Crown,5/15/2017,TRUE,4,"Nice location, friendly staff and good movie selection.  We tried having dinner downstairs one time and it has a LOT of room for growth before calling itself a restaurant that can charge such high end prices.  There was a significant gap in price point and quality of the restaurant/wait staff.  If I pay $15-20 a plate, I'm expecting a WHOLE lot more from the experience than what is provided.  The movies and concession stand we're good though!",0.420556,0.612778
Violet Crown,5/15/2017,TRUE,5,,,
Violet Crown,5/15/2017,TRUE,5,"Fantastic seats, food, and drinks - great experience all around.",0.6,0.825
